category,product_name,product_url,price,old_price,discount,rating,reviews_count,normalized_price,review_density
laptops,USB bluetooth 5.3 Receiver Dongle Adapter Wireless Speaker Audio Mouse Keyboard Connector USB Adapter for Computer PC Laptop,https://www.banggood.com/USB-bluetooth-5_3-Receiver-Dongle-Adapter-Wireless-Speaker-Audio-Mouse-Keyboard-Connector-USB-Adapter-for-Computer-PC-Laptop-p-2001631.html?cur_warehouse=CN&rmmds=search,4.64,£10.83,57% Off,5.0,1,-0.7406789978056874,3.4657359027997265
laptops,Netac US5 256GB USB Flash Drive Type-C&USB3.2 Dual Interface Pendrive 550MB/s Fast Transmission Speed OTG Stick Disk for Phone Computer Laptop,https://www.banggood.com/Netac-US5-256GB-USB-Flash-Drive-Type-CandUSB3_2-Dual-Interface-Pendrive-550MB-or-s-Fast-Transmission-Speed-OTG-Stick-Disk-for-Phone-Computer-Laptop-p-2001644.html?cur_warehouse=CN&rmmds=search,30.96,£35.60,13% Off,5.0,2,0.34678103765786683,5.493061443340549
laptops,8 in 1 Type-C Docking Station USB-C Hub Splitter Adaptor with USB3.0*2 USB2.0*2 USB-C Data*1 SD/TF Card Reader Slot 3.5mm Audio Multiports Hub for PC Laptop,https://www.banggood.com/8-in-1-Type-C-Docking-Station-USB-C-Hub-Splitter-Adaptor-with-USB3_0+2-USB2_0+2-USB-C-Data+1-SD-or-TF-Card-Reader-Slot-3_5mm-Audio-Multiports-Hub-for-PC-Laptop-p-1982939.html?cur_warehouse=CN&rmmds=search,17.8,£23.99,26% Off,5.0,4,-0.19694898007391026,8.047189562170502
laptops,Lenovo Thinkplus MU233 Type-C & USB Flash Drive 160MB/s USB3.2 High Speed Rotary Pendrive 512G 256G 128G 64G 32G Portable Memory U Disk for PC Computer Laptop,https://www.banggood.com/Lenovo-Thinkplus-MU233-Type-C-and-USB-Flash-Drive-160MB-or-s-USB3_2-High-Speed-Rotary-Pendrive-512G-256G-128G-64G-32G-Portable-Memory-U-Disk-for-PC-Computer-Laptop-p-2026119.html?cur_warehouse=CN&ID=43653&rmmds=search,9.28,£12.38,25% Off,4.91,23,-0.5489687179975228,15.604244307008415
laptops,DATALINK YY-DL01 USB-A to USB-A Cable USB2.0 High Speed PC to PC Data Sync File Transfer Bridge Cable Plug and Play for PC Computer Laptop,https://www.banggood.com/DATALINK-YY-DL01-USB-A-to-USB-A-Cable-USB2_0-High-Speed-PC-to-PC-Data-Sync-File-Transfer-Bridge-Cable-Plug-and-Play-for-PC-Computer-Laptop-p-2026255.html?cur_warehouse=CN&rmmds=search,9.28,£13.15,29% Off,5.0,0,-0.5489687179975228,
laptops,M.2 2230 NVme SSD Enclosure 10Gbps M.2 to USB Type-C Hard Drive Disk Enclosure Aluminum M2 Case for PC Laptop Computer,https://www.banggood.com/M_2-2230-NVme-SSD-Enclosure-10Gbps-M_2-to-USB-Type-C-Hard-Drive-Disk-Enclosure-Aluminum-M2-Case-for-PC-Laptop-Computer-p-2026530.html?cur_warehouse=CN&rmmds=search,12.38,£15.48,20% Off,5.0,0,-0.42088641898775764,
laptops,Microdrive Class10 High Speed SD Memory Card 128G/64G SD Card Flash Card Smart Card for Camera Driving Recorder Laptop Computer,https://www.banggood.com/Microdrive-Class10-High-Speed-SD-Memory-Card-128G-or-64G-SD-Card-Flash-Card-Smart-Card-for-Camera-Driving-Recorder-Laptop-Computer-p-2027790.html?cur_warehouse=CN&ID=514256&rmmds=search,7.42,£10.06,26% Off,5.0,1,-0.6258180974033819,3.4657359027997265
laptops,9001-RGB-BK Double-layer RGB Laptop Holder Heat Dissipation Lifting Stand 9-level Lifting Adjustable Foldable Vertical Elevating Aluminum Alloy Base,https://www.banggood.com/9001-RGB-BK-Double-layer-RGB-Laptop-Holder-Heat-Dissipation-Lifting-Stand-9-level-Lifting-Adjustable-Foldable-Vertical-Elevating-Aluminum-Alloy-Base-p-2027926.html?cur_warehouse=CN&ID=6287830&rmmds=search,38.7,,,5.0,0,0.6665736164757966,
laptops,DM-HC32 2 IN 1 Card Reader USB3.0 to SD/TF Memory Card Reader High Speed Smart Card Reader Adapter for PC Laptop Accessories,https://www.banggood.com/DM-HC32-2-IN-1-Card-Reader-USB3_0-to-SD-or-TF-Memory-Card-Reader-High-Speed-Smart-Card-Reader-Adapter-for-PC-Laptop-Accessories-p-2020631.html?cur_warehouse=CN&ID=6287830&rmmds=search,4.64,£7.73,40% Off,5.0,2,-0.7406789978056874,5.493061443340549
laptops,Lenovo ThinkPlus MU232 USB3.2 Dual Interface Flash Drive Type-A+Type-C 256G/128G/64G 100MB/s Fast Speed U Disk Pendrive for Phone Laptop Computer,https://www.banggood.com/Lenovo-ThinkPlus-MU232-USB3_2-Dual-Interface-Flash-Drive-Type-A+Type-C-256G-or-128G-or-64G-100MB-or-s-Fast-Speed-U-Disk-Pendrive-for-Phone-Laptop-Computer-p-2020637.html?cur_warehouse=CN&ID=514256&rmmds=search,12.38,£13.93,11% Off,4.83,6,-0.42088641898775764,9.398746019937162
laptops,XSM-02 USB2.0 Arcade Game Controller for PC Computer Laptop Mobile Joystick Gamepad No Lag Plug and Play,https://www.banggood.com/XSM-02-USB2_0-Arcade-Game-Controller-for-PC-Computer-Laptop-Mobile-Joystick-Gamepad-No-Lag-Plug-and-Play-p-2021704.html?cur_warehouse=CN&ID=6287845&rmmds=search,29.41,,,5.0,0,0.28273988815298423,
laptops,Mechzone K33 33-Keys Wired Mechanical Keypad Mini RGB Numeric Keyboards PBT Sublimation Keycaps Red Switch for Finance Business Keypad Laptop Keyboard,https://www.banggood.com/Mechzone-K33-33-Keys-Wired-Mechanical-Keypad-Mini-RGB-Numeric-Keyboards-PBT-Sublimation-Keycaps-Red-Switch-for-Finance-Business-Keypad-Laptop-Keyboard-p-2021845.html?cur_warehouse=CN&ID=6287835&rmmds=search,17.8,,,5.0,0,-0.19694898007391026,
